TrainAccuracy,TestAccuracy
0.121,0.12033333333333333
0.61455,0.6002833333333333
0.83465,0.8205166666666667
0.9299833333333334,0.91885
0.9624,0.9549333333333333
0.9759333333333333,0.9682333333333333
