TrainAccuracy,TestAccuracy
0.9990333333333333,0.9893
0.8464833333333334,0.8041833333333334
1.0,0.9973333333333333
0.197,0.195
0.09396666666666667,0.09203333333333333
0.7789666666666667,0.7425333333333334
0.15851666666666667,0.15915
0.9707666666666667,0.9490666666666666
